/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_58_624.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_58_624.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_58_624.jpg,0,0,0,1.15E-05
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_58_691.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_58_691.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_58_691.jpg,0,0,0,1.22E-05
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_58_770.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_58_770.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_58_770.jpg,0,0,0,9.38E-06
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_58_843.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_58_843.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_58_843.jpg,0,0,0,1.64E-05
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_58_911.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_58_911.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_58_911.jpg,0,0,0,2.81E-06
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_58_983.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_58_983.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_58_983.jpg,0,0,0,7.98E-06
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_59_053.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_59_053.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_59_053.jpg,0,0,0,6.66E-06
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_59_130.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_59_130.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_59_130.jpg,0,0,0,1.11E-05
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_59_200.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_59_200.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_59_200.jpg,0,0,0,5.72E-06
/Users/zachrash/marble/src/steerNet/data/IMG/center_2017_08_08_20_38_59_270.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/left_2017_08_08_20_38_59_270.jpg,/Users/zachrash/marble/src/steerNet/data/IMG/right_2017_08_08_20_38_59_270.jpg,0,0,0,4.06E-06
